fc_id,url,claim_short,claim_source,verdict_img,claim,date,categories
menstrual-cycles-are-natural-regulated-by-hormones-many-mammals-apart-from-humans-also-menstruate__.html,https://healthfeedback.org/claimreview/menstrual-cycles-are-natural-regulated-by-hormones-many-mammals-apart-from-humans-also-menstruate/,The menstrual cycle isn’t natural,https://www.facebook.com/jaron.chess/posts/1437932383329488,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,The menstrual cycle isn’t natural; it requires synthetic products or human intervention,1 Apr. 2022,"[""Factually inaccurate""]"
mercola-pfizer-biontech-covid-vaccine-immunosuppression-inaccurate-misrepresents-study__.html,https://healthfeedback.org/claimreview/mercola-pfizer-biontech-covid-vaccine-immunosuppression-inaccurate-misrepresents-study/,Pfizer Knew About Immunosuppression; Fully Vaxxed Are More Likely to Die From COVID,https://web.archive.org/web/20220417183234/https://www.theepochtimes.com/fda-and-pfizer-knew-covid-shot-caused-immunosuppression_4404366.html,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Pfizer Knew About Immunosuppression; Pfizer Documents Show High Rate of Myocarditis; Fully Vaxxed Are More Likely to Die From COVID; Antibody-Dependent Enhancement Has Not Been Ruled Out,14 Apr. 2022,"[""Factually inaccurate"", ""Misleading""]"
messenger-rna-is-essential-for-life-and-a-normal-component-of-cells-study-by-researchers-at-memorial.html,https://healthfeedback.org/claimreview/messenger-rna-is-essential-for-life-and-a-normal-component-of-cells-study-by-researchers-at-memorial-sloan-kettering-is-unrelated-to-rna-vaccines/,"Scientists at Sloan Kettering discover mRNA inactivates tumor-suppressing proteins, meaning it can promote cancer",https://archive.ph/KjgsJ,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Scientists at Sloan Kettering discover mRNA inactivates tumor-suppressing proteins, meaning it can promote cancer; The information carrying molecule, messenger RNA, can instruct human cells ultimately in the same way as cancer drivers, playing a major role in causing cancer to thrive while inactivating natural tumor-suppressing proteins the human body creates to save you from cancer. This is the complete opposite of what the CDC and the vaccine manufactures are telling everyone right now about the Covid vaccines, and this is based on clinical research by molecular biologists at the Sloan Kettering Institute.",2 Mar. 2021,"[""Inaccurate"", ""Misleading""]"
mike-adams-falsely-claims-cancer-genes-and-entire-genetic-code-are-found-in-vaccines-based-on-unveri.html,https://healthfeedback.org/claimreview/mike-adams-falsely-claims-cancer-genes-and-entire-genetic-code-are-found-in-vaccines-based-on-unverified-report/,Vaccines [have been] found laced with entire genetic code for abnormal human loaded with cancer genes,https://archive.md/H6zTv,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Vaccines [have been] found laced with entire genetic code for abnormal human loaded with cancer genes,5 Oct. 2019,"[""Inaccurate"", ""Inadequate support""]"
mike-adams-flawed-analysis-clot-embalmer-richard-hirschman-doesnt-demonstrate-link-between-blood-clo.html,https://healthfeedback.org/claimreview/mike-adams-flawed-analysis-clot-embalmer-richard-hirschman-doesnt-demonstrate-link-between-blood-clots-and-covid-19-vaccines-epoch-times/,Embalmers find strange clots in corpses since the implementation of COVID-19 vaccines,https://web.archive.org/web/20220907091600/https:/www.theepochtimes.com/embalmers-have-been-finding-numerous-long-fibrous-clots-that-lack-post-mortem-characteristics_4696015.html,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"[E]mbalmers across the country have been observing many large, and sometimes very long, ‘fibrous’ and rubbery clots inside the corpses they treat; clots are lacking key elements present in healthy human blood [...] suggesting that they are formed from something other than blood",2 Sep. 2022,"[""Inadequate support"", ""Misleading""]"
mild-side-effects-from-flu-shots-are-common-very-serious-adverse-effects-are-very-rare__.html,https://healthfeedback.org/claimreview/mild-side-effects-from-flu-shots-are-common-very-serious-adverse-effects-are-very-rare/,Flu shots lead to severe or life-threatening conditions; flu shots are unsafe,https://archive.is/SKPTa,https://healthfeedback.org/wp-content/uploads/tags/HTag_Lacks_Context.png,Flu shots lead to severe or life-threatening conditions; flu shots are unsafe,1 Oct. 2020,"[""Inadequate support:""]"
misinterpretation-of-vaers-database-leads-tucker-carlson-to-wrongly-suggests-that-covid-19-vaccines-.html,https://healthfeedback.org/claimreview/misinterpretation-of-vaers-database-leads-tucker-carlson-to-wrongly-suggests-that-covid-19-vaccines-are-linked-to-higher-mortality-on-fox-news/,"3,362 people apparently died after getting the COVID-19 vaccine; more people, according to VAERS, have died after getting the [COVID-19] shot [...] than from all the other vaccines",https://archive.is/ct5gk,https://healthfeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png,"3,362 people apparently died after getting the COVID-19 vaccine [...] that’s an average of roughly 30 people every day; more people, according to VAERS, have died after getting the [COVID-19] shot [...] than from all the other vaccines combined over more than a decade",6 May 2021,"[""Inadequate support"", ""Flawed reasoning"", ""Misleading""]"
misinterpreted-new-york-times-report-leads-to-false-claim-that-the-number-of-covid-19-cases-in-the-u.html,https://healthfeedback.org/claimreview/misinterpreted-new-york-times-report-leads-to-false-claim-that-the-number-of-covid-19-cases-in-the-u-s-is-inflated-by-up-to-90/,COVID-19 case numbers are inflated due to PCR test sensitivity; 90% of positive COVID-19 tests should be negative,https://archive.is/C2xqr,https://healthfeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png,"COVID-19 case numbers are inflated due to PCR test sensitivity; 90% of positive COVID-19 tests should be negative; In some states, their positive case rate could be exaggerated by 90 percent, according to the New York Times [...] This also means that we forced [...] people across the country, to self-isolate or quarantine who never had to, and that’s just because of false-positives due to bad testing; Up to 90% who’ve tested COVID-positive wrongly diagnosed",2 Sep. 2020,"[""Incorrect"", ""Unsupported""]"
misleading-article-claiming-flu-shots-spread-the-flu-conflates-facts-and-opinions__.html,https://healthfeedback.org/claimreview/misleading-article-claiming-flu-shots-spread-the-flu-conflates-facts-and-opinions/,Flu shots spread the flu,https://web.archive.org/web/20190222155845/https://www.naturalnews.com/2019-02-13-parents-realize-flu-shots-spread-the-flu-vaccine.html#,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,Flu shots spread the flu,13 Feb. 2019,"[""Conflates facts and opinions"", ""Misleading""]"
misleading-claims-linking-omicron-variant-to-vaccinated-people-rely-on-partial-data-unsubstantiated_.html,https://healthfeedback.org/claimreview/misleading-claims-linking-omicron-variant-to-vaccinated-people-rely-on-partial-data-unsubstantiated/,'Omicron COVID Variant Found ONLY in Fully Vaccinated',https://archive.md/6ZJuP,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,'Omicron COVID Variant Found ONLY in Fully Vaccinated',26 Nov. 2021,"[""Factually inaccurate"", ""Inadequate support""]"
misleading-to-compare-the-safety-of-covid-19-and-flu-vaccines-based-solely-on-vaers-reports-vaers-re.html,https://healthfeedback.org/claimreview/misleading-to-compare-the-safety-of-covid-19-and-flu-vaccines-based-solely-on-vaers-reports-vaers-reports-alone-cannot-demonstrate-that-a-vaccine-caused-an-adverse-event/,One person is 300 to 900 times more likely to die after getting the COVID-19 vaccine than the flu vaccine; Adverse events are widely underreported,https://archive.is/yW9Bt,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,One person is 300 to 900 times more likely to die after getting the COVID-19 vaccine than the flu vaccine; Adverse events are widely underreported,14 Feb. 2021,"[""Misleading"", ""Inadequate support""]"
monkeypox-outbreak-conspiracy-theories-claiming-it-was-planned-linking-with-covid-19-vaccines__.html,https://healthfeedback.org/claimreview/monkeypox-outbreak-conspiracy-theories-claiming-it-was-planned-linking-with-covid-19-vaccines/,Monkeypox is caused by COVID-19 vaccines; a 2021 tabletop exercise portraying a monkeypox pandemic is evidence that global leaders planned the outbreak; the monkeypox vaccine was ready before the outbreak,https://web.archive.org/web/20220524153657/https:/www.bitchute.com/video/8kSv8kk6vvcs/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"You literally let them inject you with a genetically modified chimpanzee adenovirus, that inserts foreign RNA into your cells, then you wonder where the monkeypox came from!; a 2021 tabletop exercise portraying a monkeypox pandemic is evidence that global leaders planned the monkeypox outbreak; the monkeypox vaccine was ready before the outbreak",13 May 2022,"[""Incorrect"", ""Inadequate support""]"
more-evidence-needed-for-the-claim-that-vitamin-d-supplements-reduce-risk-of-covid-19-infection__.html,https://healthfeedback.org/claimreview/more-evidence-needed-for-the-claim-that-vitamin-d-supplements-reduce-risk-of-covid-19-infection/,Habitual use of vitamin D supplements was associated with a 34% lower risk of COVID-19 infection; This is an observational study so causation cannot be established,https://www.instagram.com/reel/CK4zucOH4AU/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Mostly_Accurate.png,Habitual use of vitamin D supplements was associated with a 34% lower risk of COVID-19 infection; This is an observational study so causation cannot be established; Only large randomized-controlled trials will be able to test whether vitamin D plays a role in COVID-19,4 Feb. 2021,"[""Correct"", ""Lack of context""]"
mortality-in-the-u-s-noticeably-increased-during-the-first-months-of-2020-compared-to-previous-years.html,https://healthfeedback.org/claimreview/mortality-in-the-u-s-noticeably-increased-during-the-first-months-of-2020-compared-to-previous-years/,"The U.S. is not losing tons more lives in 2020 compared to 2019 (18,433) ... the increase is virtually non-existent",http://archive.vn/4tmoh,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"The U.S. is not losing tons more lives in 2020 compared to 2019. Deaths in 2019: 973,344. Deaths in 2020: 991,777...[the] increase—virtually non-existent.",13 May 2020,"[""Misleading"", ""Lacks context""]"
mortality-in-the-u-s-was-more-than-280000-higher-during-the-first-eight-months-of-2020-than-any-of-t.html,https://healthfeedback.org/claimreview/mortality-in-the-u-s-was-more-than-280000-higher-during-the-first-eight-months-of-2020-than-any-of-the-previous-five-years-over-the-same-period/,U.S. mortalities this year are not materially different from the previous 5 years,https://archive.is/FI5W8,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,U.S. mortalities this year are not materially different from the previous 5 years,6 Oct. 2020,"[""Factually Inaccurate""]"
most-positive-pcr-test-results-are-true-positives-who-information-notice-didnt-change-threshold-or-c.html,https://healthfeedback.org/claimreview/most-positive-pcr-test-results-are-true-positives-who-information-notice-didnt-change-threshold-or-criteria-for-a-positive-test/,WHO Admits High-Cycle PCR Tests Produce COVID False Positives; the WHO’s new guidance includes lower PCR thresholds,https://archive.vn/sGp6w,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"WHO Admits High-Cycle PCR Tests Produce COVID False Positives; The WHO’s new guidance, which includes lower PCR thresholds, almost guarantees COVID ‘case’ numbers will automatically drop dramatically around the world.; PCR positive is no longer = Covid. You are not Covid now unless you get a second test to confirm it, and are presenting clinical symptoms.; WHO Changes CCP Virus Test Criteria in Attempt to Reduce False Positives",21 Jan. 2021,"[""Inaccurate""]"
mrna-vaccines-against-covid-19-dont-modify-humans-dna-dont-make-them-patentable-owned__.html,https://healthfeedback.org/claimreview/mrna-vaccines-against-covid-19-dont-modify-humans-dna-dont-make-them-patentable-owned/,"if a human is injected with a GMO it becomes a patented piece of property from the government, they take away all your rights with mRNAs",https://perma.cc/CUU6-VB3H?type=image,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"if a human is injected with a GMO it becomes a patented piece of property from the government, they take away all your rights with mRNAs",14 Nov. 2022,"[""Factually inaccurate"", ""Inadequate support""]"
multiple-scientific-studies-suggest-that-masking-can-help-limit-transmission-of-sars-cov-2-in-school.html,https://healthfeedback.org/claimreview/multiple-scientific-studies-suggest-that-masking-can-help-limit-transmission-of-sars-cov-2-in-schools-contrary-to-claim-in-federalist-ron-desantis/,There’s no science behind masks on kids.,https://archive.is/KvGx6,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,DeSantis Vindicated: There’s No Science Behind Masks On Kids,24 Aug. 2021,"[""Inaccurate"", ""Lacks context""]"
multiple-studies-show-covid-19-vaccines-dont-cause-pregnancy-fertility-problems-epoch-times__.html,https://healthfeedback.org/claimreview/multiple-studies-show-covid-19-vaccines-dont-cause-pregnancy-fertility-problems-epoch-times/,"mRNA COVID-19 vaccines accumulate in the ovaries, change menstrual cycles, and lead the immune system to mount an immune response to their own placental protein",https://web.archive.org/web/20220501192730/https:/www.theepochtimes.com/what-ive-seen-in-the-last-two-years-is-unprecedented-physician-on-covid-vaccine-side-effects-on-pregnant-women_4428291.html,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,women’s immune systems would also make an immune response to their own placental protein; lipid nanoparticles are dispersed throughout the entire body and accumulate in ovaries; Women’s periods are messed up all over the place,27 May 2022,"[""Factually inaccurate"", ""Inadequate support"", ""Lack of context""]"
nasal-swab-used-for-covid-19-testing-does-not-reach-the-brain__.html,https://healthfeedback.org/claimreview/nasal-swab-used-for-covid-19-testing-does-not-reach-the-brain/,Nasal swabs used for COVID-19 tests reach the blood-brain barrier and may damage it.,https://www.facebook.com/photo.php?fbid=10158777567168570&set=a.499562418569&type=3,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Nasal swabs used for COVID-19 tests reach the blood-brain barrier and may damage it...The blood brain barrier is exactly where the swab test has to be placed,6 July 2020,"[""Inaccurate"", ""Flawed Reasoning""]"
nashville-bomber-died-in-the-explosion-not-from-covid-19__.html,https://healthfeedback.org/claimreview/nashville-bomber-died-in-the-explosion-not-from-covid-19/,Nashville bomber died from COVID-19,https://archive.is/hmpX5,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Nashville bomber died from COVID-19,29 Dec. 2020,"[""Factually inaccurate""]"
nasopharyngeal-swabs-more-effective-than-saliva-samples-for-covid-19-diagnostic-testing-according-to.html,https://healthfeedback.org/claimreview/nasopharyngeal-swabs-more-effective-than-saliva-samples-for-covid-19-diagnostic-testing-according-to-current-evidence/,"There is no need to use nasopharyngeal swabs for COVID-19 testing, mouth swabs can be used instead",https://www.facebook.com/desiree.genera.904/posts/1017621035334088,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,Modern Science can take a swab from the inside of your cheek and do a complete DNA mapping… Why not swab the inside of your highly contagious mouth?,9 Jul. 2020,"[""Misleading""]"
natural-news-article-inaccurately-claims-adhd-is-a-fake-disease-invented-for-profit-vicki-batts__.html,https://healthfeedback.org/claimreview/natural-news-article-inaccurately-claims-adhd-is-a-fake-disease-invented-for-profit-vicki-batts/,ADHD is a fake disease invented by Big Pharma to drug children for profit,https://archive.fo/jssK7,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,ADHD is a fake disease invented by Big Pharma to drug children for profit,1 Mar. 2018,"[""Inaccurate"", ""Inadequate support""]"
natural-news-jump-to-conclusions-unsupported-by-study-cite-to-claim-covid-19-vaccines-destroy-immune.html,https://healthfeedback.org/claimreview/natural-news-jump-to-conclusions-unsupported-by-study-cite-to-claim-covid-19-vaccines-destroy-immune-system-cause-cancer/,"COVID-19 vaccine spike proteins accumulate in the nucleus of cells, destroy DNA repair pathways, paving the way for CANCER and destroy the immune system",https://archive.ph/XD4IR,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"Covid ‘vaccine’ spike proteins destroy DNA repair pathways, paving the way for CANCER; Jab spike proteins seem to have been designed to destroy the immune system",5 Nov. 2021,"[""Misrepresents source"", ""Overstates scientific confidence""]"
nbc-news-article-accurately-reports-hpv-vaccine-benefits-on-reduced-viral-transmission-eventual-cerv.html,https://healthfeedback.org/claimreview/nbc-news-article-accurately-reports-hpv-vaccine-benefits-on-reduced-viral-transmission-eventual-cervical-cancer-elimination-kaitlin-sullivan/,HPV vaccine may lead to elimination of cervical cancer,https://www.nbcnews.com/health/kids-health/hpv-vaccine-benefits-exceed-expectations-may-lead-elimination-cervical-cancer-n1022206,https://healthfeedback.org/wp-content/uploads/tags/HTag_Correct.png,HPV vaccine may lead to elimination of cervical cancer,27 Jun. 2019,"[""Accurate""]"
neither-medical-treatments-nor-errors-third-leading-cause-death-us-peter-glidden-martin-makary__.html,https://healthfeedback.org/claimreview/neither-medical-treatments-nor-errors-third-leading-cause-death-us-peter-glidden-martin-makary/,The third leading cause of death is MD-directed treatments,https://www.facebook.com/watch/?v=612238947009120,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,The third leading cause of death is MD-directed treatments,18 Sept. 2022,"[""Inadequate support""]"
new-highly-virulent-hiv-variant-named-vb-identified-in-the-netherlands-daily-mail__.html,https://healthfeedback.org/claimreview/new-highly-virulent-hiv-variant-named-vb-identified-in-the-netherlands-daily-mail/,Highly infectious HIV 'VB' variant makes people ill twice as quickly,https://archive.is/wchFT,https://healthfeedback.org/wp-content/uploads/tags/HTag_Accurate.png,Highly infectious [HIV] variant makes people ill twice as quickly; the strain damages the immune system [...] faster than previous versions of the virus,3 Feb. 2022,"[""Accurate""]"
new-york-magazine-article-on-childrens-risks-from-covid-19-is-accurate-but-more-context-regarding-di.html,https://healthfeedback.org/claimreview/new-york-magazine-article-on-childrens-risks-from-covid-19-is-accurate-but-more-context-regarding-difference-in-risk-between-young-and-older-children-would-be-helpful/,"In children, the mortality risk from COVID-19 is actually lower than from the flu. The risk of severe disease or hospitalization is about the same.",https://web.archive.org/web/20210713133900/https://nymag.com/intelligencer/2021/07/the-kids-were-safe-from-covid-the-whole-time.html,https://healthfeedback.org/wp-content/uploads/tags/HTag_Mostly_Accurate.png,"[A]mong children the mortality risk from COVID-19 is actually lower than from the flu. The risk of severe disease or hospitalization is about the same [...] the kids are not at risk themselves, and never were.; A subset of long-COVID research linking the severity of disease to the likelihood of enduring symptoms implies that the risk may be considerably smaller in children than in the population at large.",12 Jul. 2021,"[""Accurate"", ""Lack of context""]"
news-article-accurately-reports-negative-impact-of-marijuana-on-teens-intellectual-development__.html,https://healthfeedback.org/claimreview/news-article-accurately-reports-negative-impact-of-marijuana-on-teens-intellectual-development/,Marijuana could be making teens less intelligent,https://web.archive.org/web/20190221085201/https://www.khou.com/article/news/health/study-marijuana-could-be-making-teens-less-intelligent/285-625a0f71-6df1-49a9-9893-70b59f4902e9,https://healthfeedback.org/wp-content/uploads/tags/HTag_Correct.png,Marijuana could be making teens less intelligent. A study found teenagers who use marijuana at least four days a week lost 8 IQ points between the ages of 13 and 38.,20 Feb. 2019,"[""Correct""]"
no-a-fence-in-a-shopping-mall-wasnt-used-to-segregate-vaccinated-and-unvaccinated-people-photo-was-t.html,https://healthfeedback.org/claimreview/no-a-fence-in-a-shopping-mall-wasnt-used-to-segregate-vaccinated-and-unvaccinated-people-photo-was-taken-in-romania-not-germany/,"In Germany, a fence separates vaccinated and unvaccinated people. The biggest symptom of COVID is insanity",https://archive.md/ZdYNw,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"In Germany, a fence separates vaccinated and unvaccinated people. The biggest symptom of COVID is insanity",7 Dec. 2021,"[""Factually inaccurate""]"
no-aborted-fetal-tissue-or-cells-in-the-johnson-johnson-covid-19-vaccine__.html,https://healthfeedback.org/claimreview/no-aborted-fetal-tissue-or-cells-in-the-johnson-johnson-covid-19-vaccine/,The Johnson & Johnson vaccine has aborted fetal tissue from aborted babies from the retina as well as from kidney cells,https://archive.is/II0Jx,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,The Johnson & Johnson vaccine has aborted fetal tissue from aborted babies from the retina as well as from kidney cells,14 Mar. 2021,"[""Factually inaccurate""]"
no-an-fda-study-did-not-find-that-vaccines-contain-cancer-causing-viruses__.html,https://healthfeedback.org/claimreview/no-an-fda-study-did-not-find-that-vaccines-contain-cancer-causing-viruses/,The FDA study looked at vaccines that are made from living cells [...] oftentimes contaminated with hidden viral fragments which have the potential to cause cancer.,http://archive.md/bZqFA,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"The FDA study looked at vaccines that are made from living cells, or replicated cell substrates that some manufacturers are investigating to create. According to research, these cells are oftentimes contaminated with hidden viral fragments which have the potential to cause cancer.",23 Nov. 2019,"[""Inaccurate"", ""Misrepresents source (Strawman)""]"
no-bill-gates-is-not-funding-covid-19-vaccines-as-a-way-to-conduct-global-surveillance-or-to-depopul.html,https://healthfeedback.org/claimreview/no-bill-gates-is-not-funding-covid-19-vaccines-as-a-way-to-conduct-global-surveillance-or-to-depopulate-the-world/,"Bill Gates, founder of harmful vaccination campaigns in developing countries, now plans to use COVID-19 vaccines to surveil the population",https://archive.fo/UXeTD,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"The nature of this virus is unique in a way not possible through natural means; Gates was busily working to establish global digital ID infrastructure long before the outbreak, which is now being promoted as a way to combat the virus; Bill Gates, who has previously funded harmful vaccines in developing countries, plans to use COVID-19 vaccines to surveil the population",13 Jun 2020,"[""Unsupported"", ""Inaccurate""]"
no-causal-association-between-the-dtap-vaccine-and-sudden-infant-death-syndrome-sids__.html,https://healthfeedback.org/claimreview/no-causal-association-between-the-dtap-vaccine-and-sudden-infant-death-syndrome-sids/,The DTaP vaccine causes SIDS,http://archive.md/Q0jU7,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,The DTaP vaccine causes SIDS,9 Dec. 2019,"[""Inaccurate"", ""Misrepresents source""]"
no-clinical-evidence-supports-using-cannabis-to-treat-cancer-or-other-conditions-although-specific-c.html,https://healthfeedback.org/claimreview/no-clinical-evidence-supports-using-cannabis-to-treat-cancer-or-other-conditions-although-specific-chemicals-found-in-cannabis-can-be-medically-useful/,"Cannabis can treat cancer, PTSD, seizures, anxiety, glaucoma, and depression",https://perma.cc/MKV4-D55T,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Cannabis is illegal because it can treat cancer, PTSD, seizures, anxiety, glaucoma, and depression, which means no money for pharmaceutical companies.",4 Sep. 2022,"[""Overstates scientific confidence"", ""Inadequate support"", ""Misleading""]"
no-conclusive-evidence-to-link-consumption-of-bats-with-the-wuhan-coronavirus-outbreak__.html,https://healthfeedback.org/claimreview/no-conclusive-evidence-to-link-consumption-of-bats-with-the-wuhan-coronavirus-outbreak/,Wuhan Coronavirus outbreak linked to eating bats,http://archive.md/Q4cjr,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,Wuhan Coronavirus outbreak linked to eating bats,22 Jan. 2020,"[""Inadequate support"", ""Misleading""]"
no-data-available-to-suggest-a-link-between-indias-reduction-of-covid-19-cases-and-the-use-of-iverme.html,https://healthfeedback.org/claimreview/no-data-available-to-suggest-a-link-between-indias-reduction-of-covid-19-cases-and-the-use-of-ivermectin-jim-hoft-gateway-pundit/,Coronavirus cases are plummeting in India thanks to new rules that promote Ivermectin and hydroxychloroquine; it is a now-indisputable fact that [ivermectin and hydroxychloroquine] essentially kill COVID-19 within hours or days,https://archive.is/QIc17,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,Coronavirus cases are plummeting in India thanks to new rules that promote Ivermectin and hydroxychloroquine to its massive population; it is a now-indisputable fact that [ivermectin and hydroxychloroquine] essentially kill COVID-19 within hours or days,17 May 2021,"[""Inadequate support"", ""Flawed reasoning""]"
no-evidence-claim-excess-folic-acid-causes-adhd__.html,https://healthfeedback.org/claimreview/no-evidence-claim-excess-folic-acid-causes-adhd/,Excess folic acid from food causes ADHD; folic acid is a dangerous chemical in food,https://perma.cc/A3XM-QYHT,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Folic acid is ""the dangerous chemical"" hidden in food; The MTHFR gene mutation inhibits the way the body processes folic acid…And 30-40% of people have it. So, why are they spraying our food with folic acid?; excess folic acid in our food causes ADHD in children",26 Jul. 2022,"[""Inadequate support"", ""Misleading""]"
no-evidence-claim-mthfr-side-effects-vaccines-medications-tylenol__.html,https://healthfeedback.org/claimreview/no-evidence-claim-mthfr-side-effects-vaccines-medications-tylenol/,"Certain medicines and compounds like folic acid deplete folate, which is very serious for those with MTHFR",https://web.archive.org/web/20220502144512/https://developers.facebook.com/docs/plugins/embedded-posts/?prefill_href=https%3A%2F%2Fwww.facebook.com%2FModernAlternativeMama%2Fposts%2F10158725514737913,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"Folic acid and Antibiotics, [vaccines], and certain medications [like antidepressants] may cause an issue by depleting folate, glutathione and be impossible for those with MTHFR to detoxify; Avoid vaccines, folic acid, Tylenol, and antidepressants if you have MTHFR",29 Apr. 2022,"[""Flawed reasoning"", ""Factually inaccurate"", ""Inadequate support""]"
no-evidence-covid-19-vaccines-cause-fibrous-lung-clots-contrary-to-jane-ruby-claim__.html,https://healthfeedback.org/claimreview/no-evidence-covid-19-vaccines-cause-fibrous-lung-clots-contrary-to-jane-ruby-claim/,COVID-19 vaccines cause fibrous clots in the lungs and blood vessels,https://web.archive.org/web/20220430190741/https://www.facebook.com/plugins/video.php?height=420&href=https%3A%2F%2Fwww.facebook.com%2F100044625990385%2Fvideos%2F360313786123967%2F&show_text=true&width=560&t=0,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,COVID-19 vaccines cause never-before-seen fibrous clots in the lungs; there are self-assembling nanoparticles in COVID-19 vaccines,27 Apr. 2022,"[""Inadequate support""]"
no-evidence-covid-19-vaccines-contain-graphene-or-parasites-carrie-madej-franc-zalewski-stew-peters-.html,https://healthfeedback.org/claimreview/no-evidence-covid-19-vaccines-contain-graphene-or-parasites-carrie-madej-franc-zalewski-stew-peters-show/,COVID-19 vaccines contain graphene and living organisms made of aluminum,https://archive.md/nnmZ4,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"The Pfizer-BioNTech COVID-19 vaccine contains graphene and eggs of some parasite made of aluminum, carbon, and bromine. The parasite starts to grow and multiply in presence of graphene and heat. Similar organisms were found in the Moderna and Janssen COVID-19 vaccines, made of some superconducting material. These organisms start self-assembly in the presence of light, and are part of some operating system.",15 Oct. 2021,"[""Inadequate support""]"
no-evidence-dietary-supplements-containing-zinc-ionophore-promoted-vladimir-zelenko-effective-agains.html,https://healthfeedback.org/claimreview/no-evidence-dietary-supplements-containing-zinc-ionophore-promoted-vladimir-zelenko-effective-against-covid-19/,Zinc supplements can protect against COVID-19; Zinc kills the virus and zinc ionophores are a a zinc delivery system that allows zinc to go from outside the cell to inside the cell,https://archive.is/17lJb,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Zinc is the bullet—it kills the virus. The only problem is the bullet doesn’t get to the place where it needs to be; Now, it turns out there’s a class of medications called ‘zinc ionophores’ […]—what they do—is they open up a channel, a door, which allows zinc to go from outside the cell to inside the cell.; ; Vitamin D3 levels between 50 and 70 virtually eliminate hospitalizations or admissions in the intensive care unit.",6 Jan. 2021,"[""Unsupported""]"
no-evidence-dietary-supplements-weight-loss-blood-pressure-facebook__.html,https://healthfeedback.org/claimreview/no-evidence-dietary-supplements-weight-loss-blood-pressure-facebook/,Exipure weight loss supplement is scientifically proven to be effective; BPS-5 supplement effectively reduces blood pressure,https://web.archive.org/web/20220524141948/https://m.facebook.com/346555951588/videos/325103779700287/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,Exipure weight loss supplement is scientifically proven to be effective; BPS-5 supplement effectively reduces blood pressure,19 May 2022,"[""Inadequate support""]"
